"TF","Target","pred_prob"
"HIF1A","PLEK",8.332519e-05
"RUNX1","YEATS4",8.312615e-05
"EGR2","ARL8B",8.287595e-05
"ETS2","CSDE1",8.282507e-05
"RUNX1","TRP53",8.2717095e-05
"ATF3","NAGA",8.266694e-05
"SUMO1","TOMM5",8.262557e-05
"ETS2","NDUFA7",8.2544844e-05
"JUNB","JUP",8.243661e-05
"HIF1A","MS4A6D",8.238379e-05
"EGR2","BCAP31",8.214031e-05
"ATF3","TOMM5",8.2080325e-05
"SUMO1","ATOX1",8.203995e-05
"JUNB","RPL3",8.1892766e-05
"RUNX1","EHMT1",8.185319e-05
"RUNX1","RPL21",8.171086e-05
"JUNB","SNAPC5",8.1667786e-05
"RUNX1","SUMO1",8.154273e-05
"EGR2","ANXA3",8.146819e-05
"RUNX1","MAPK3",8.142174e-05
"AHR","MGST1",8.139776e-05
"RUNX1","ATP5K",8.135973e-05
"HIF1A","COX7A2L",8.131025e-05
"RUNX1","CD47",8.124669e-05
"IRF2","RPL18A",8.110511e-05
"JUNB","STAT6",8.104891e-05
"JUNB","MAP1LC3B",8.0945945e-05
"ETS2","LIPA",8.087203e-05
"ETS2","IRF2",8.080096e-05
"RUNX1","SKIL",8.075127e-05
"HIF1A","PSMB10",8.06174e-05
"RUNX1","ATF3",8.056046e-05
"RUNX1","SRRM1",8.05219e-05
"JUNB","NAA20",8.051383e-05
"RUNX1","IRF4",8.0483595e-05
"ETS2","TUBA1A",8.046993e-05
"RUNX1","VTA1",8.040335e-05
"JUNB","IER3",8.027732e-05
"ETS2","ATP6V1C1",8.01771e-05
"NFKB1","TIMM8B",8.008694e-05
"EGR2","ATF4",7.996483e-05
"HIF1A","ANXA3",7.989029e-05
"HIF1A","SAMHD1",7.986774e-05
"NFKB1","UQCRH",7.980745e-05
"ATF3","MPEG1",7.976089e-05
"EGR2","STAT1",7.9678175e-05
"RUNX1","PARK7",7.964787e-05
"AHR","PREB",7.960898e-05
"RUNX1","JUN",7.9169295e-05
"NFKB1","PRDX6",7.913306e-05
"EGR2","H2-T23",7.909127e-05
"NFKB1","MGST1",7.9050245e-05
"IRF2","POLR2J",7.8816156e-05
"ETS2","PER1",7.878475e-05
"HIF1A","NAMPT",7.8583136e-05
"RUNX1","STAT3",7.837516e-05
"ETS2","MRPL23",7.822053e-05
"IRF2","BOLA2",7.803547e-05
"JUNB","POLR2H",7.8030636e-05
"EGR2","MYD88",7.7957e-05
"RUNX1","CD74",7.781491e-05
"ETS2","GRN",7.769575e-05
"HIF1A","TCIRG1",7.768309e-05
"ETS2","ATPIF1",7.7579745e-05
"HIF1A","PRDX2",7.7562654e-05
"IRF2","RPL19",7.7562065e-05
"JUNB","FOSB",7.754942e-05
"ETS2","SMARCB1",7.7364464e-05
"RUNX1","ARID1A",7.729441e-05
"EGR2","HSP90AB1",7.7148165e-05
"AHR","TIMM8B",7.713184e-05
"RUNX1","TUBA1A",7.711875e-05
"EGR2","ASAH1",7.710125e-05
"ATF3","CLEC4A2",7.7036355e-05
"AHR","VPS25",7.686405e-05
"HIF1A","TMBIM6",7.673882e-05
"ETS2","NRAS",7.671467e-05
"RUNX1","B2M",7.6692806e-05
"EGR2","ATP6AP2",7.643019e-05
"EGR2","HAX1",7.632014e-05
"RUNX1","UBP1",7.628005e-05
"JUNB","KLF4",7.623445e-05
"EGR2","PMP22",7.616484e-05
"ETS2","CD14",7.613172e-05
"NFKB1","BCAP31",7.602139e-05
"RUNX1","H2-K1",7.578325e-05
"EGR2","TMEM50A",7.562191e-05
"RUNX1","KLF10",7.5577285e-05
"RUNX1","FOSB",7.556943e-05
"ETS2","PSMA7",7.552448e-05
"RUNX1","TAF7",7.551857e-05
"AHR","SPP1",7.544659e-05
"ETS2","EWSR1",7.5423e-05
"RUNX1","AI413582",7.531972e-05
"HIF1A","SNX2",7.530125e-05
"NFKB1","ASAH1",7.515376e-05
"HIF1A","CLEC4A3",7.5140575e-05
"ETS2","TCF12",7.5138065e-05
"ATF3","CD74",7.5133124e-05
"RUNX1","GPX4",7.4800344e-05
"IRF2","RHOG",7.468859e-05
"ATF3","CD84",7.441502e-05
"JUNB","CCR1",7.435189e-05
"HIF1A","SPCS1",7.4324955e-05
"HIF1A","LGALS3BP",7.429604e-05
"ETS2","SLFN2",7.4157375e-05
"HIF1A","MRPL55",7.406098e-05
"AHR","VDAC2",7.402434e-05
"IRF2","UBTF",7.393397e-05
"SUMO1","AP2M1",7.385568e-05
"IRF2","CCT8",7.380337e-05
"JUNB","EIF1AX",7.3792464e-05
"RUNX1","PDCD5",7.365424e-05
"EGR2","ERP29",7.3645395e-05
"HIF1A","SNX10",7.361745e-05
"IRF2","SNAPC5",7.3589516e-05
"HIF1A","CSF2RB",7.357976e-05
"RUNX1","NR3C1",7.3508505e-05
"RUNX1","HIST1H1C",7.348216e-05
"JUNB","ARL6IP5",7.346072e-05
"EGR2","UQCRQ",7.343424e-05
"RUNX1","PSMB7",7.3353265e-05
"HIF1A","GABARAPL2",7.328496e-05
"ETS2","MDH2",7.316387e-05
"RUNX1","DEK",7.3147625e-05
"HIF1A","TECR",7.306543e-05
"JUNB","SIRT7",7.2948955e-05
"RUNX1","FOSL2",7.2934345e-05
"EGR2","DEGS1",7.291877e-05
"HIF1A","CD274",7.283732e-05
"RUNX1","TPT1",7.27933e-05
"EGR2","BIRC5",7.2753384e-05
"EGR2","ATP6V0E",7.2489194e-05
"RUNX1","HIF1A",7.2393654e-05
"HIF1A","SSR3",7.2352384e-05
"RUNX1","SUCLG1",7.233797e-05
"ETS2","AURKAIP1",7.233245e-05
"HIF1A","SP100",7.2269366e-05
"HIF1A","STAT1",7.22675e-05
"AHR","PTPRC",7.225978e-05
"HIF1A","PSME2",7.220138e-05
"RUNX1","CTNNB1",7.2176525e-05
"ETS2","ATF6",7.212059e-05
"NFKB1","CD300LF",7.2105875e-05
"JUNB","SSRP1",7.208332e-05
"IRF2","SUB1",7.204869e-05
"JUNB","CBFA2T3",7.185711e-05
"HIF1A","PSAP",7.185211e-05
"ETS2","HDAC1",7.175625e-05
"EGR2","TCIRG1",7.151872e-05
"RUNX1","TRA2B",7.149772e-05
"EGR2","IAH1",7.1450355e-05
"HIF1A","ATP1B3",7.1298775e-05
"ETS2","ARL6IP1",7.100539e-05
"HIF1A","TCF12",7.099232e-05
"ETS2","CD164",7.0966795e-05
"EGR2","CD83",7.089578e-05
"JUNB","IGSF6",7.085806e-05
"RUNX1","SDCBP",7.082118e-05
"JUNB","USF2",7.081713e-05
"RUNX1","TSG101",7.074167e-05
"RUNX1","GRN",7.070518e-05
"NFKB1","CASP1",7.0694325e-05
"HIF1A","HK2",7.0585535e-05
"EGR2","TAPBP",7.056817e-05
"EGR2","HIST1H1C",7.040308e-05
"EGR2","MRPL27",7.037261e-05
"AHR","ITGB2",7.021268e-05
"EGR2","NDUFV2",7.013271e-05
"HIF1A","SQSTM1",7.009975e-05
"ETS2","LMO4",6.9929694e-05
"ETS2","CST3",6.9919224e-05
"IRF2","POLR2C",6.985478e-05
"ETS2","NCF1",6.984119e-05
"HIF1A","PSMB8",6.96711e-05
"HIF1A","CD83",6.963796e-05
"HIF1A","RGS1",6.9528935e-05
"RUNX1","PCNP",6.948545e-05
"RUNX1","FOXN2",6.944935e-05
"EGR2","IL1A",6.936192e-05
"RUNX1","SERPINB6A",6.928616e-05
"HIF1A","CREB3",6.9166344e-05
"NFKB1","ITGAX",6.907472e-05
"IRF2","NFKBIA",6.904081e-05
"JUNB","TMBIM4",6.880131e-05
"ETS2","PSMB8",6.875868e-05
"JUNB","CAPZB",6.873409e-05
"RUNX1","HHEX",6.8645466e-05
"JUNB","SRP19",6.862786e-05
"IRF2","TGIF1",6.8483576e-05
"ETS2","MRPL33",6.8477304e-05
"EGR2","FCGR3",6.843324e-05
"JUNB","ZFP91",6.825643e-05
"HIF1A","IAH1",6.823131e-05
"JUNB","PLIN2",6.81226e-05
"RUNX1","MEF2A",6.812214e-05
"HIF1A","TMED2",6.786771e-05
"RUNX1","FOS",6.785717e-05
"ETS2","GYG",6.78452e-05
"EGR2","CD300LF",6.770165e-05
"ETS2","ABCG1",6.749627e-05
"IRF2","PSMA1",6.745529e-05
"JUNB","EHMT1",6.730641e-05
"EGR2","PSMB10",6.730589e-05
"ETS2","BACH1",6.719033e-05
"HIF1A","COPS5",6.713084e-05
"NFKB1","HCLS1",6.7028675e-05
"RUNX1","RPL23",6.7023626e-05
"NFKB1","LAPTM5",6.698995e-05
"EGR2","CTNNB1",6.691583e-05
"IRF2","RPL3",6.689216e-05
"RUNX1","ZFP36",6.6684726e-05
"RUNX1","ABCG1",6.664181e-05
"IRF2","DAP",6.65489e-05
"EGR2","SLAMF9",6.6523964e-05
"JUNB","MYL6",6.652041e-05
"ETS2","PLIN2",6.646576e-05
"RUNX1","BLVRB",6.6436034e-05
"IRF2","TMBIM4",6.6376e-05
"RUNX1","SAT1",6.6221415e-05
"ETS2","PCBD2",6.621643e-05
"EGR2","HK2",6.615017e-05
"IRF2","MALT1",6.614386e-05
"JUNB","RPS27A",6.609001e-05
"ETS2","LCP1",6.5806315e-05
"JUNB","GPX4",6.569759e-05
"NFKB1","IFITM3",6.565607e-05
"JUNB","CTSZ",6.565508e-05
"ETS2","TMEM208",6.564612e-05
"JUNB","ELF1",6.5560285e-05
"AHR","NCF4",6.54028e-05
"JUNB","H3F3B",6.532975e-05
"HIF1A","MRC1",6.52902e-05
"NFKB1","RFX7",6.5209e-05
"EGR2","TECR",6.504721e-05
"EGR2","ZFP36",6.5005974e-05
"EGR2","TREM2",6.492054e-05
"RUNX1","MRPL33",6.4775464e-05
"JUNB","TRIM28",6.474329e-05
"HIF1A","DYNLT1B",6.4722364e-05
"JUNB","PTP4A2",6.462566e-05
"NFKB1","BST2",6.4581734e-05
"JUNB","PRR13",6.450031e-05
"IRF2","ETS2",6.43954e-05
"HIF1A","SLAMF7",6.438079e-05
"NFKB1","TBPL1",6.4292435e-05
"IRF2","FTL1",6.424445e-05
"ETS2","CD53",6.411764e-05
"EGR2","ATOX1",6.406996e-05
"RUNX1","SEPT7",6.4055e-05
"RUNX1","NAGA",6.402916e-05
"AHR","CLEC7A",6.4004074e-05
"ETS2","SSR4",6.388674e-05
"AHR","CCDC12",6.3695916e-05
"JUNB","S100A6",6.362683e-05
"HIF1A","NDUFA9",6.357807e-05
"HIF1A","CTSS",6.350317e-05
"HIF1A","SLC3A2",6.3451356e-05
"ETS2","XBP1",6.340285e-05
"RUNX1","ACTB",6.33441e-05
"JUNB","KRTCAP2",6.319171e-05
"ETS2","H2-AB1",6.29782e-05
"RUNX1","GSTO1",6.2922794e-05
"JUNB","LAPTM5",6.287913e-05
"RUNX1","ACOT7",6.282572e-05
"JUNB","CENPB",6.2730054e-05
"ETS2","BLVRB",6.26659e-05
"NFKB1","CAPZB",6.261364e-05
"RUNX1","PSMB2",6.255509e-05
"RUNX1","SEC61G",6.251018e-05
"EGR2","SSR3",6.2494095e-05
"IRF2","IMPACT",6.247073e-05
"EGR2","SNX3",6.246966e-05
"IRF2","TCF25",6.245376e-05
"JUNB","SPAG7",6.245215e-05
"HIF1A","H2-K1",6.242744e-05
"EGR2","RNF13",6.238411e-05
"RUNX1","POLR2I",6.228473e-05
"RUNX1","FAM162A",6.221189e-05
"EGR2","TMED2",6.213873e-05
"RUNX1","RPL19",6.21344e-05
"IRF2","VPS28",6.1981955e-05
"HIF1A","MAPK14",6.191963e-05
"RUNX1","CTSA",6.190079e-05
"ETS2","PLEK",6.175434e-05
"JUNB","DNMT1",6.172667e-05
"JUNB","SEPT2",6.154199e-05
"JUNB","DAB2",6.1535946e-05
"RUNX1","ATP5L",6.151852e-05
"ETS2","DNAJC8",6.1490726e-05
"RUNX1","ZEB2",6.1453036e-05
"RUNX1","LY6E",6.1377774e-05
"SUMO1","KLK1B11",6.128735e-05
"RUNX1","LIPA",6.1275365e-05
"RUNX1","DPEP2",6.121697e-05
"EGR2","CDKN1A",6.120407e-05
"IRF2","CCNL1",6.116083e-05
"IRF2","HMG20B",6.100571e-05
"HIF1A","TYROBP",6.0941107e-05
"JUNB","PRPF40A",6.0934544e-05
"ETS2","MYD88",6.0864448e-05
"EGR2","BCL2A1A",6.0778835e-05
"IRF2","ATP6V1B2",6.0746625e-05
"JUNB","VTA1",6.0746443e-05
"JUNB","NCK1",6.0698207e-05
"ATF3","H2-D1",6.068669e-05
"HIF1A","SIRPB1B",6.065412e-05
"ETS2","TMEM147",6.064099e-05
"HIF1A","RNF13",6.059359e-05
"RUNX1","RPS27",6.058793e-05
"JUNB","YEATS4",6.0564882e-05
"RUNX1","LAMP1",6.051563e-05
"ETS2","ARPC4",6.045496e-05
"AHR","ATP6V0B",6.0421648e-05
"RUNX1","BANF1",6.022554e-05
"HIF1A","NDUFV2",6.022135e-05
"RUNX1","MRPL54",6.0212966e-05
"HIF1A","ACTR2",6.0178125e-05
"NFKB1","LAT2",6.0163085e-05
"HIF1A","CXCL16",6.0114635e-05
"SUMO1","NAGA",6.0015474e-05
"SUMO1","PREB",5.9931517e-05
"EGR2","TMBIM6",5.970619e-05
"RUNX1","NCF1",5.9630347e-05
"ETS2","IRF5",5.956669e-05
"JUNB","H3F3A",5.9450016e-05
"RUNX1","MRFAP1",5.9445818e-05
"EGR2","TLR4",5.9397484e-05
"IRF2","RPS27",5.9373306e-05
"JUNB","1810022K09RIK",5.9328195e-05
"ETS2","SUMO1",5.9316037e-05
"SUMO1","ERP29",5.9283633e-05
"ETS2","F10",5.9249098e-05
"ETS2","PNP",5.9242768e-05
"IRF2","KHDRBS1",5.9236387e-05
"SUMO1","SPP1",5.92278e-05
"HIF1A","COMMD1",5.9218655e-05
"NFKB1","IL7R",5.9189177e-05
"EGR2","NDUFA9",5.9186023e-05
"ETS2","TBRG1",5.9168862e-05
"IRF2","EIF3K",5.9020997e-05
"IRF2","ATP5G2",5.8879163e-05
"JUNB","SUB1",5.887405e-05
"ETS2","TANK",5.8828984e-05
"HIF1A","LYZ2",5.8780253e-05
"IRF2","TFDP1",5.8538204e-05
"JUNB","IMPACT",5.836452e-05
"JUNB","GTF2A2",5.8318175e-05
"RUNX1","RFX7",5.8303107e-05
"ETS2","ATP5L",5.8252033e-05
"ETS2","YEATS4",5.8229376e-05
"ETS2","CHD7",5.816683e-05
"RUNX1","RAB11A",5.812923e-05
"IRF2","NOP10",5.807432e-05
"HIF1A","TNFRSF1B",5.8055666e-05
"JUNB","ATF3",5.7958525e-05
"JUNB","PCBP2",5.7907087e-05
"ETS2","TOMM22",5.782498e-05
"RUNX1","HBP1",5.7730816e-05
"JUNB","IDH1",5.7467496e-05
"ETS2","PSAP",5.739279e-05
"JUNB","YPEL5",5.736609e-05
"JUNB","RPSA",5.7328798e-05
"EGR2","PREB",5.727814e-05
"ETS2","COX6A1",5.726066e-05
"RUNX1","COX7A2L",5.7247013e-05
"JUNB","RBBP4",5.7041678e-05
"RUNX1","ATP6V1F",5.7023186e-05
"RUNX1","LAPTM5",5.701949e-05
"IRF2","YPEL5",5.700405e-05
"EGR2","NAMPT",5.6969056e-05
"JUNB","MAPK3",5.6948196e-05
"ETS2","PRDX1",5.6941786e-05
"EGR2","LCP1",5.6934347e-05
"IRF2","POLD4",5.6924575e-05
"IRF2","CKS2",5.684402e-05
"EGR2","TYROBP",5.6676497e-05
"JUNB","IQGAP1",5.6665845e-05
"SUMO1","CD74",5.6567747e-05
"RUNX1","CHD7",5.643741e-05
"HIF1A","ARF4",5.6382323e-05
"ETS2","MTHFS",5.637012e-05
"RUNX1","NFE2L2",5.6342928e-05
"IRF2","LSP1",5.6224304e-05
"HIF1A","STAT3",5.6191016e-05
"HIF1A","BCL2A1A",5.6169272e-05
"RUNX1","DNMT3A",5.6156256e-05
"IRF2","H3F3A",5.6154e-05
"AHR","CD84",5.614298e-05
"EGR2","LY6E",5.6115838e-05
"RUNX1","TCOF1",5.6049365e-05
"SUMO1","ATP6V0B",5.5872188e-05
"SUMO1","PTPRC",5.5813507e-05
"HIF1A","UQCRH",5.5746317e-05
"ETS2","HSP90B1",5.573792e-05
"IRF2","PSMC6",5.563034e-05
"IRF2","H3F3B",5.5607423e-05
"IRF2","NDUFB3",5.5458353e-05
"JUNB","HBP1",5.5343124e-05
"EGR2","IL7R",5.5339064e-05
"JUNB","ATP6V0D1",5.5196444e-05
"AHR","TOMM5",5.5154775e-05
"IRF2","DNMT1",5.5084387e-05
"RUNX1","CD68",5.5008906e-05
"EGR2","NAGA",5.4993903e-05
"IRF2","RNF181",5.4905347e-05
"ETS2","SEC61G",5.4871212e-05
"JUNB","SRRM1",5.483951e-05
"HIF1A","RPL21",5.476207e-05
"NFKB1","DPYSL2",5.463599e-05
"EGR2","CSF2RB",5.4549782e-05
"EGR2","PPIB",5.454161e-05
"EGR2","P2RY14",5.4508386e-05
"IRF2","PABPC1",5.4499287e-05
"EGR2","ARF4",5.4454667e-05
"RUNX1","CSF2RB",5.435148e-05
"NFKB1","SPP1",5.433924e-05
"RUNX1","GSTM1",5.4332766e-05
"JUNB","DUSP1",5.426576e-05
"RUNX1","ARF4",5.4255623e-05
"IRF2","MCM5",5.418933e-05
"ETS2","TARDBP",5.4127457e-05
"NFKB1","ITGB2",5.40917e-05
"ATF3","MRPL42",5.387744e-05
"JUNB","SHISA5",5.3794578e-05
"IRF2","RPL41",5.3794476e-05
"EGR2","TRAPPC2L",5.377924e-05
"EGR2","MRPL55",5.3666277e-05
"NFKB1","CD74",5.3663356e-05
"SUMO1","MMP12",5.3517757e-05
"JUNB","IRF5",5.3235108e-05
"EGR2","UQCRH",5.319679e-05
"EGR2","STAT3",5.3190302e-05
"EGR2","CCDC12",5.3185733e-05
"HIF1A","GLIPR1",5.3173153e-05
"IRF2","NDUFS7",5.3064396e-05
"IRF2","WBP11",5.295854e-05
"EGR2","SIRPB1B",5.2952484e-05
"EGR2","CALM1",5.2898886e-05
"RUNX1","BCAP31",5.2833344e-05
"HIF1A","GBP6",5.2828054e-05
"ETS2","BCL2A1A",5.2668445e-05
"ETS2","STAT3",5.2610612e-05
"ETS2","NAPSA",5.252424e-05
"SUMO1","LAPTM5",5.230427e-05
"RUNX1","CEBPA",5.2296335e-05
"RUNX1","MRPS16",5.2204305e-05
"RUNX1","NDUFS7",5.2169868e-05
"ETS2","FCF1",5.2111438e-05
"IRF2","EIF1AX",5.2025393e-05
"EGR2","LAPTM5",5.2008927e-05
"ETS2","CCRL2",5.200441e-05
"AHR","MRPL42",5.196733e-05
"RUNX1","ACTR2",5.1942756e-05
"ETS2","PSMA5",5.1885527e-05
"JUNB","NR4A1",5.187187e-05
"ETS2","NDUFS8",5.1818668e-05
"HIF1A","PRDX6",5.175077e-05
"JUNB","NDUFB3",5.1715004e-05
"ETS2","COX7C",5.164586e-05
"ETS2","ATP5D",5.164059e-05
"IRF2","PSMC4",5.1528776e-05
"EGR2","TAGLN2",5.15076e-05
"SUMO1","ITGB2",5.1453542e-05
"ETS2","SLC2A6",5.1320792e-05
"EGR2","SLC15A3",5.125711e-05
"RUNX1","EIF1",5.1256673e-05
"ETS2","B2M",5.11694e-05
"ETS2","SGK1",5.106128e-05
"RUNX1","ATP6V1C1",5.0887018e-05
"IRF2","BATF3",5.0864215e-05
"HIF1A","UQCRFS1",5.0862414e-05
"EGR2","IL1RN",5.083609e-05
"RUNX1","H2-T23",5.080992e-05
"ETS2","CD274",5.0783223e-05
"EGR2","UQCRFS1",5.0728726e-05
"ETS2","CACYBP",5.0704642e-05
"HIF1A","TAPBP",5.0694438e-05
"IRF2","TOX4",5.069028e-05
"RUNX1","NR4A1",5.0633997e-05
"IRF2","CREM",5.061507e-05
"NFKB1","NAGA",5.061435e-05
"JUNB","NFIL3",5.0561335e-05
"ETS2","CHMP2A",5.038574e-05
"JUNB","COMMD4",5.0161085e-05
"NFKB1","PTPRC",5.014832e-05
"NFKB1","SNX3",5.0109596e-05
"JUNB","SERTAD2",5.009225e-05
"IRF2","SKIL",5.0004717e-05
"NFKB1","UBE2K",4.990848e-05
"NFKB1","SOD2",4.989987e-05
"RUNX1","POLR2A",4.9885453e-05
"IRF2","FKBP2",4.9790495e-05
"EGR2","B2M",4.9748443e-05
"JUNB","MDM2",4.973507e-05
"JUNB","SEPT7",4.963462e-05
"IRF2","PRR13",4.9609593e-05
"NFKB1","AP2M1",4.955214e-05
"NFKB1","SLAMF9",4.954737e-05
"EGR2","H2-K1",4.9545713e-05
"RUNX1","FCGR3",4.9493017e-05
"ETS2","RNF149",4.941082e-05
"IRF2","DYNLL1",4.932593e-05
"ETS2","PARL",4.9320428e-05
"ETS2","MRPS16",4.9304348e-05
"JUNB","PCNP",4.9280752e-05
"ETS2","PSME2",4.9180984e-05
"IRF2","RPS27A",4.9078193e-05
"IRF2","EDF1",4.8895166e-05
"RUNX1","PSMB8",4.8857037e-05
"NFKB1","CLEC7A",4.881289e-05
"EGR2","ATP6V0B",4.879739e-05
"IRF2","SNRPD1",4.8719463e-05
"JUNB","RPS10",4.8716996e-05
"ETS2","LGALS9",4.868899e-05
"ETS2","RAB32",4.8625097e-05
"NFKB1","KLK1B11",4.8595568e-05
"EGR2","BCL2A1D",4.8498998e-05
"RUNX1","RGS1",4.845859e-05
"EGR2","ANXA1",4.8449347e-05
"HIF1A","CST3",4.8396843e-05
"EGR2","FCER1G",4.8362795e-05
"JUNB","ANXA5",4.8269263e-05
"RUNX1","TLR4",4.8268023e-05
"EGR2","LAT2",4.8233374e-05
"ETS2","ACTR2",4.822054e-05
"EGR2","BCL2A1B",4.8220034e-05
"ETS2","SF1",4.8218888e-05
"HIF1A","SDHD",4.8067934e-05
"ETS2","UBE2L6",4.805909e-05
"EGR2","JMJD1C",4.8031732e-05
"EGR2","SPP1",4.7939662e-05
"ETS2","M6PR",4.7933536e-05
"ETS2","CLEC4E",4.7895013e-05
"EGR2","PDIA3",4.7853606e-05
"JUNB","EGR1",4.7848913e-05
"RUNX1","CHMP2A",4.784558e-05
"RUNX1","HCLS1",4.7818212e-05
"RUNX1","NONO",4.7757418e-05
"SUMO1","CCDC12",4.775482e-05
"ETS2","CCT5",4.7746078e-05
"EGR2","GLIPR1",4.7698155e-05
"ETS2","PTS",4.7673828e-05
"RUNX1","UBB",4.7664507e-05
"JUNB","SERF2",4.7626207e-05
"JUNB","GMFG",4.7622074e-05
"EGR2","KLK1B11",4.7612808e-05
"JUNB","TRAPPC4",4.7545658e-05
"RUNX1","P2RY14",4.754149e-05
"JUNB","SLC35B1",4.7224734e-05
"EGR2","VPS25",4.7217258e-05
"ETS2","AA467197",4.720591e-05
"JUNB","PBRM1",4.7187412e-05
"JUNB","MRPL14",4.7161455e-05
"ETS2","PSMB9",4.7063608e-05
"IRF2","TMSB4X",4.6977242e-05
"ETS2","MYL12B",4.694097e-05
"ETS2","ARL8B",4.6932553e-05
"JUNB","CFDP1",4.693099e-05
"ETS2","CISH",4.692061e-05
"RUNX1","HEXA",4.6773803e-05
"JUNB","IRF4",4.6756944e-05
"ETS2","SLAMF7",4.6748697e-05
"ETS2","MRPL52",4.6727975e-05
"RUNX1","TCF12",4.67004e-05
"IRF2","IDH1",4.664503e-05
"ETS2","ATOX1",4.6563255e-05
"RUNX1","DYNLT1B",4.642598e-05
"AHR","PDIA3",4.6406192e-05
"IRF2","FOSB",4.628691e-05
"JUNB","ATP5F1",4.6258046e-05
"HIF1A","UQCR10",4.6237146e-05
"RUNX1","ARHGDIB",4.623529e-05
"JUNB","EIF5B",4.620131e-05
"ETS2","SP100",4.610998e-05
"ETS2","RHOA",4.5958393e-05
"HIF1A","VIM",4.5925488e-05
"EGR2","ITGB2",4.584887e-05
"IRF2","HMG20A",4.5833614e-05
"EGR2","CD53",4.5825524e-05
"ETS2","PSME1",4.573315e-05
"RUNX1","TBCB",4.5696528e-05
"RUNX1","CAPZB",4.5674573e-05
"ETS2","CDC42",4.565898e-05
"ETS2","NDUFA6",4.5582456e-05
"EGR2","SOD2",4.5546218e-05
"IRF2","TRIM28",4.546099e-05
"ATF3","TBXAS1",4.5457822e-05
"RUNX1","PSAP",4.543377e-05
"JUNB","SRSF2",4.538203e-05
"ETS2","BUD31",4.5364974e-05
"ETS2","ARF4",4.5329776e-05
"JUNB","TBPL1",4.51123e-05
"ETS2","CNOT6",4.509084e-05
"EGR2","TRF",4.503429e-05
"EGR2","RAB7",4.502991e-05
"EGR2","GBP6",4.497519e-05
"RUNX1","SLC3A2",4.4971588e-05
"JUNB","NSMCE2",4.495294e-05
"RUNX1","RPS25",4.4931294e-05
"EGR2","TSG101",4.4837805e-05
"ETS2","IL1RN",4.481836e-05
"JUNB","DEK",4.474879e-05
"ETS2","NDUFB9",4.4703447e-05
"IRF2","NAA20",4.4690067e-05
"ETS2","PSMB10",4.4646018e-05
"HIF1A","BCL2A1B",4.4584413e-05
"RUNX1","MRPS18C",4.4489534e-05
"ETS2","CXCL16",4.4473963e-05
"JUNB","GSTM1",4.445064e-05
"ETS2","H2-D1",4.440468e-05
"IRF2","IGSF6",4.4386637e-05
"RUNX1","PSMB5",4.4376524e-05
"EGR2","MMP12",4.437623e-05
"JUNB","RAN",4.4367043e-05
"AHR","LYZ1",4.4366283e-05
"NFKB1","PRDX5",4.4362896e-05
"EGR2","CYTIP",4.4148797e-05
"ETS2","HIF1A",4.4019358e-05
"ETS2","UQCRC1",4.3978194e-05
"ETS2","MED1",4.3946337e-05
"ETS2","SLC3A2",4.394583e-05
"ETS2","ARHGDIB",4.3920194e-05
"ETS2","ZEB2",4.3913493e-05
"IRF2","SRSF3",4.3891345e-05
"ETS2","SDHC",4.3855485e-05
"ETS2","EHMT1",4.3849635e-05
"JUNB","FIS1",4.382727e-05
"HIF1A","GUSB",4.3797518e-05
"EGR2","VAMP8",4.3783613e-05
"RUNX1","DNAJC19",4.375761e-05
"ETS2","PSMA4",4.3722197e-05
"JUNB","AKT1",4.3676482e-05
"HIF1A","PSMC5",4.3611257e-05
"JUNB","NR3C1",4.3428234e-05
"RUNX1","MDH2",4.3404427e-05
"IRF2","ELF1",4.3318214e-05
"JUNB","IL1A",4.3316682e-05
"ETS2","RGS1",4.3298016e-05
"ETS2","H2-K1",4.3151027e-05
"IRF2","STAT6",4.314395e-05
"JUNB","HNRNPF",4.3091193e-05
"ETS2","NDUFA12",4.30838e-05
"HIF1A","RBBP7",4.2906995e-05
"JUNB","SKIL",4.2897176e-05
"JUNB","DPF2",4.2832064e-05
"JUNB","ZFP36L1",4.2658812e-05
"JUNB","NFKBIB",4.26171e-05
"RUNX1","CD274",4.2594627e-05
"IRF2","ACTB",4.259406e-05
"ETS2","CLEC4A3",4.258618e-05
"IRF2","RBBP4",4.2545384e-05
"IRF2","SRP19",4.246294e-05
"JUNB","MATR3",4.2447595e-05
"IRF2","TNFAIP2",4.243258e-05
"ETS2","ATP6V0E",4.2412474e-05
"RUNX1","RILPL2",4.2255353e-05
"NFKB1","PREB",4.2254585e-05
"HIF1A","H2-D1",4.2250922e-05
"EGR2","ARL6IP1",4.223541e-05
"EGR2","UQCR10",4.2234326e-05
"JUNB","FXR1",4.2231422e-05
"HIF1A","ANXA1",4.2155654e-05
"RUNX1","HDAC1",4.2139858e-05
"ETS2","MAPK14",4.2134434e-05
"IRF2","1810022K09RIK",4.2092306e-05
"EGR2","ZFP36L1",4.2084645e-05
"EGR2","CASP1",4.2026288e-05
"ETS2","SAMHD1",4.1997322e-05
"RUNX1","CCR1",4.193685e-05
"ETS2","PDCD10",4.1922816e-05
"RUNX1","CLEC7A",4.1844687e-05
"EGR2","PTPRC",4.1791885e-05
"RUNX1","AURKAIP1",4.175046e-05
"EGR2","IFITM2",4.1702988e-05
"JUNB","AIP",4.151269e-05
"NFKB1","MRPL42",4.1494244e-05
